settlement_id,payment_id,settled_amount,fee_amount,currency,settlement_date,status
SET9442,PAY5442,2999.0,0.0,INR,2026-08-17,settled
SET9443,PAY5443,2999.0,0.0,INR,2026-08-06,settled
SET9444,PAY5444,1499.0,0.0,INR,2026-08-31,settled
SET9446,PAY5446,2499.0,0.0,INR,2026-08-21,settled
SET9447,PAY5447,1499.0,0.0,INR,2026-08-08,settled
SET9448,PAY5448,4999.0,0.0,INR,2026-08-23,settled
SET9449,PAY5449,2499.5,0.0,INR,2026-08-25,settled
SET9450,PAY_UNMATCHED_450,499.0,0.0,INR,2026-08-09,settled
SET9451,PAY5451,4999.0,0.0,INR,2026-08-26,settled
SET9452,PAY5452,9799.02,199.98,INR,2026-08-28,settled
SET9453,PAY5453,799.0,0.0,INR,2026-08-15,settled
SET9454,PAY5454,1299.0,0.0,INR,2026-08-30,settled
SET9455,PAY5455,5999.0,0.0,INR,2026-08-17,settled
SET9456,PAY5456,1299.0,0.0,INR,2026-08-26,settled
SET9457,PAY5457,749.5,0.0,INR,2026-08-16,settled
SET9458,PAY5458,5999.0,0.0,INR,2026-08-22,settled
SET9459,PAY5459,799.0,0.0,INR,2026-08-17,settled
SET9460,PAY5460,799.0,0.0,INR,2026-08-24,settled
SET9461,PAY5461,979.02,19.98,INR,2026-08-29,settled
SET9462,PAY5462,3999.0,0.0,INR,2026-08-08,settled
SET9463,PAY5463,799.0,0.0,INR,2026-08-28,settled
SET9464,PAY5464,899.0,0.0,INR,2026-08-19,settled
SET9465,PAY5465,2499.0,0.0,INR,2026-08-03,settled
SET9466,PAY5466,2999.0,0.0,INR,2026-08-28,settled
SET9467,PAY5467,9999.0,0.0,INR,2026-08-18,settled
SET9468,PAY5468,4999.0,0.0,INR,2026-08-30,settled
SET9469,PAY5469,2999.0,0.0,INR,2026-08-04,settled
SET9470,PAY5470,749.5,0.0,INR,2026-08-11,settled
SET9471,PAY5471,499.0,0.0,INR,2026-08-27,settled
SET9472,PAY5472,1299.0,0.0,INR,2026-08-19,settled
SET9473,PAY5473,1499.0,0.0,INR,2026-08-08,settled
SET9474,PAY5474,9999.0,0.0,INR,2026-08-29,settled
SET9475,PAY5475,1499.0,0.0,INR,2026-08-27,settled
SET9476,PAY5476,9999.0,0.0,INR,2026-08-10,settled
SET9477,PAY5477,2999.0,0.0,INR,2026-08-05,settled
SET9478,PAY5478,799.0,0.0,INR,2026-08-12,settled
SET9479,PAY5479,5999.0,0.0,INR,2026-08-23,settled
SET9480,PAY5480,1299.0,0.0,INR,2026-08-11,settled
SET9481,PAY5481,1499.0,0.0,INR,2026-08-21,settled
SET9482,PAY5482,5999.0,0.0,INR,2026-08-17,settled
SET9483,PAY5483,4999.0,0.0,INR,2026-08-20,settled
SET9484,PAY5484,5999.0,0.0,INR,2026-08-17,settled
SET9485,PAY5485,1299.0,0.0,INR,2026-08-20,settled
SET9486,PAY5486,2499.0,0.0,INR,2026-08-20,settled
SET9487,PAY5487,799.0,0.0,INR,2026-08-10,settled
SET9488,PAY5488,3999.0,0.0,INR,2026-08-29,settled
SET9489,PAY_UNMATCHED_489,1299.0,0.0,INR,2026-08-13,settled
SET9490,PAY5490,5999.0,0.0,INR,2026-08-06,settled
SET9491,PAY5491,999.0,0.0,INR,2026-08-30,settled
SET9492,PAY5492,1469.02,29.98,INR,2026-08-12,settled
SET9493,PAY5493,999.0,0.0,INR,2026-08-28,settled
SET9494,PAY5494,799.0,0.0,INR,2026-08-26,settled
SET9495,PAY5495,499.0,0.0,INR,2026-08-25,settled
SET9496,PAY5496,999.0,0.0,INR,2026-08-30,settled
SET9497,PAY5497,1469.02,29.98,INR,2026-08-22,settled
SET9498,PAY5498,4999.0,0.0,INR,2026-08-06,settled
SET9499,PAY5499,9999.0,0.0,INR,2026-08-05,settled
SET9500,PAY5500,4999.0,0.0,INR,2026-08-06,settled
