order_id,expected_status,scenario,expected_payment,expected_payment_id,expected_settlement,expected_difference
ORD1401,exact_match,exact_match,499,PAY5401,499.0,0.0
ORD1402,date_variation,date_variation,3999,PAY5402,3999.0,0.0
ORD1403,customer_variation,customer_variation,1499,PAY5403,1499.0,0.0
ORD1404,duplicate_payment,duplicate_payment,9999,PAY5404,9999.0,0.0
ORD1405,exact_match,exact_match,999,PAY5405,999.0,0.0
ORD1406,customer_variation,customer_variation,5999,PAY5406,5999.0,0.0
ORD1407,exact_match,exact_match,2999,PAY5407,2999.0,0.0
ORD1408,exact_match,exact_match,799,PAY5408,799.0,0.0
ORD1409,exact_match,exact_match,499,PAY5409,499.0,0.0
ORD1410,exact_match,exact_match,4999,PAY5410,4999.0,0.0
ORD1411,exact_match,exact_match,1499,PAY5411,1499.0,0.0
ORD1412,date_variation,date_variation,2999,PAY5412,2999.0,0.0
ORD1413,exact_match,exact_match,2999,PAY5413,2999.0,0.0
ORD1414,missing_payment,missing_payment,2999,,2999.0,0.0
ORD1415,missing_payment,missing_payment,1999,,1999.0,0.0
ORD1416,exact_match,exact_match,999,PAY5416,999.0,0.0
ORD1417,partial_settlement,partial_settlement,499,PAY5417,249.5,249.5
ORD1418,missing_settlement,missing_settlement,1499,PAY5418,,
ORD1419,exact_match,exact_match,2999,PAY5419,2999.0,0.0
ORD1420,fee_deduction,fee_deduction,799,PAY5420,783.02,15.98
ORD1421,exact_match,exact_match,799,PAY5421,799.0,0.0
ORD1422,date_variation,date_variation,2499,PAY5422,2499.0,0.0
ORD1423,exact_match,exact_match,2999,PAY5423,2999.0,0.0
ORD1424,exact_match,exact_match,799,PAY5424,799.0,0.0
ORD1425,customer_variation,customer_variation,4999,PAY5425,4999.0,0.0
ORD1426,exact_match,exact_match,5999,PAY5426,5999.0,0.0
ORD1427,exact_match,exact_match,5999,PAY5427,5999.0,0.0
ORD1428,exact_match,exact_match,499,PAY5428,499.0,0.0
ORD1429,date_variation,date_variation,999,PAY5429,999.0,0.0
ORD1430,date_variation,date_variation,999,PAY5430,999.0,0.0
ORD1431,amount_mismatch,amount_mismatch,4999,PAY5431,4699.0,300.0
ORD1432,exact_match,exact_match,799,PAY5432,799.0,0.0
ORD1433,exact_match,exact_match,1299,PAY5433,1299.0,0.0
ORD1434,exact_match,exact_match,799,PAY5434,799.0,0.0
ORD1435,exact_match,exact_match,3999,PAY5435,3999.0,0.0
ORD1436,exact_match,exact_match,2499,PAY5436,2499.0,0.0
ORD1437,exact_match,exact_match,4999,PAY5437,4999.0,0.0
ORD1438,exact_match,exact_match,4999,PAY5438,4999.0,0.0
ORD1439,fee_deduction,fee_deduction,4999,PAY5439,4899.02,99.98
ORD1440,exact_match,exact_match,1299,PAY5440,1299.0,0.0
ORD1441,amount_mismatch,amount_mismatch,3999,PAY5441,3499.0,500.0
ORD1442,exact_match,exact_match,2999,PAY5442,2999.0,0.0
ORD1443,date_variation,date_variation,2999,PAY5443,2999.0,0.0
ORD1444,exact_match,exact_match,1499,PAY5444,1499.0,0.0
ORD1445,missing_settlement,missing_settlement,4999,PAY5445,,
ORD1446,exact_match,exact_match,2499,PAY5446,2499.0,0.0
ORD1447,exact_match,exact_match,1499,PAY5447,1499.0,0.0
ORD1448,exact_match,exact_match,4999,PAY5448,4999.0,0.0
ORD1449,partial_settlement,partial_settlement,4999,PAY5449,2499.5,2499.5
ORD1450,unmatched_transaction,unmatched_transaction,499,PAY_UNMATCHED_450,499.0,0.0
ORD1451,exact_match,exact_match,4999,PAY5451,4999.0,0.0
ORD1452,fee_deduction,fee_deduction,9999,PAY5452,9799.02,199.98
ORD1453,exact_match,exact_match,799,PAY5453,799.0,0.0
ORD1454,exact_match,exact_match,1299,PAY5454,1299.0,0.0
ORD1455,duplicate_payment,duplicate_payment,5999,PAY5455,5999.0,0.0
ORD1456,exact_match,exact_match,1299,PAY5456,1299.0,0.0
ORD1457,partial_settlement,partial_settlement,1499,PAY5457,749.5,749.5
ORD1458,customer_variation,customer_variation,5999,PAY5458,5999.0,0.0
ORD1459,exact_match,exact_match,799,PAY5459,799.0,0.0
ORD1460,amount_mismatch,amount_mismatch,999,PAY5460,799.0,200.0
ORD1461,fee_deduction,fee_deduction,999,PAY5461,979.02,19.98
ORD1462,exact_match,exact_match,3999,PAY5462,3999.0,0.0
ORD1463,missing_payment,missing_payment,799,,799.0,0.0
ORD1464,amount_mismatch,amount_mismatch,999,PAY5464,899.0,100.0
ORD1465,exact_match,exact_match,2499,PAY5465,2499.0,0.0
ORD1466,date_variation,date_variation,2999,PAY5466,2999.0,0.0
ORD1467,exact_match,exact_match,9999,PAY5467,9999.0,0.0
ORD1468,exact_match,exact_match,4999,PAY5468,4999.0,0.0
ORD1469,exact_match,exact_match,2999,PAY5469,2999.0,0.0
ORD1470,partial_settlement,partial_settlement,1499,PAY5470,749.5,749.5
ORD1471,customer_variation,customer_variation,499,PAY5471,499.0,0.0
ORD1472,date_variation,date_variation,1299,PAY5472,1299.0,0.0
ORD1473,customer_variation,customer_variation,1499,PAY5473,1499.0,0.0
ORD1474,exact_match,exact_match,9999,PAY5474,9999.0,0.0
ORD1475,exact_match,exact_match,1499,PAY5475,1499.0,0.0
ORD1476,exact_match,exact_match,9999,PAY5476,9999.0,0.0
ORD1477,date_variation,date_variation,2999,PAY5477,2999.0,0.0
ORD1478,exact_match,exact_match,799,PAY5478,799.0,0.0
ORD1479,exact_match,exact_match,5999,PAY5479,5999.0,0.0
ORD1480,exact_match,exact_match,1299,PAY5480,1299.0,0.0
ORD1481,exact_match,exact_match,1499,PAY5481,1499.0,0.0
ORD1482,exact_match,exact_match,5999,PAY5482,5999.0,0.0
ORD1483,exact_match,exact_match,4999,PAY5483,4999.0,0.0
ORD1484,exact_match,exact_match,5999,PAY5484,5999.0,0.0
ORD1485,date_variation,date_variation,1299,PAY5485,1299.0,0.0
ORD1486,exact_match,exact_match,2499,PAY5486,2499.0,0.0
ORD1487,exact_match,exact_match,799,PAY5487,799.0,0.0
ORD1488,missing_payment,missing_payment,3999,,3999.0,0.0
ORD1489,unmatched_transaction,unmatched_transaction,1299,PAY_UNMATCHED_489,1299.0,0.0
ORD1490,customer_variation,customer_variation,5999,PAY5490,5999.0,0.0
ORD1491,exact_match,exact_match,999,PAY5491,999.0,0.0
ORD1492,fee_deduction,fee_deduction,1499,PAY5492,1469.02,29.98
ORD1493,exact_match,exact_match,999,PAY5493,999.0,0.0
ORD1494,exact_match,exact_match,799,PAY5494,799.0,0.0
ORD1495,exact_match,exact_match,499,PAY5495,499.0,0.0
ORD1496,exact_match,exact_match,999,PAY5496,999.0,0.0
ORD1497,fee_deduction,fee_deduction,1499,PAY5497,1469.02,29.98
ORD1498,exact_match,exact_match,4999,PAY5498,4999.0,0.0
ORD1499,exact_match,exact_match,9999,PAY5499,9999.0,0.0
ORD1500,date_variation,date_variation,4999,PAY5500,4999.0,0.0
